"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 15 03:09:51 UTC 2026","Fri May 15 03:09:51 UTC 2026","10","chromium","security/input-attack/unicode.spec.ts","","","","Unicode: normalization prevents validation bypass",""
"skipped","Fri May 15 03:09:51 UTC 2026","Fri May 15 03:09:51 UTC 2026","70","chromium","security/input-attack/escape-chars.spec.ts","","","","Escape Chars: path traversal sequences blocked",""
"passed","Fri May 15 03:09:51 UTC 2026","Fri May 15 03:09:51 UTC 2026","25","chromium","security/input-attack/escape-chars.spec.ts","","","","Escape Chars: XSS characters properly encoded",""
"passed","Fri May 15 03:09:04 UTC 2026","Fri May 15 03:09:16 UTC 2026","12151","chromium","security/authentication/session-timeout.spec.ts","Session Timeout Security - High Priority","","","Idle sessions are properly terminated after inactivity",""
"passed","Fri May 15 03:09:01 UTC 2026","Fri May 15 03:09:01 UTC 2026","313","chromium","security/authentication/broken-authentication.spec.ts","Broken authentication checks","","","Authentication bypass: direct dashboard access without credentials",""
"passed","Fri May 15 03:09:45 UTC 2026","Fri May 15 03:09:45 UTC 2026","107","chromium","security/headers/referrer-policy.spec.ts","","","","Referrer-Policy: meta tag matches header",""
"passed","Fri May 15 03:09:24 UTC 2026","Fri May 15 03:09:24 UTC 2026","3","chromium","security/ci/scan-results-audit.spec.ts","","","","Audit: no security test regressions",""
"passed","Fri May 15 03:09:21 UTC 2026","Fri May 15 03:09:21 UTC 2026","129","chromium","security/authentication/xss-csp-storage.spec.ts","","","","XSS/Storage: sensitive tokens not in localStorage",""
"skipped","Fri May 15 03:09:24 UTC 2026","Fri May 15 03:09:24 UTC 2026","6","chromium","security/cors/cors.spec.ts","","","","CORS: credentials not allowed with wildcard origin",""
"passed","Fri May 15 03:09:19 UTC 2026","Fri May 15 03:09:21 UTC 2026","2184","chromium","security/authentication/ui-login-generic-errors.spec.ts","","","","UI login shows generic error messages to prevent user enumeration",""
"passed","Fri May 15 03:09:22 UTC 2026","Fri May 15 03:09:22 UTC 2026","16","chromium","security/authorization/idor.spec.ts","","","","IDOR: unauthorized access returns 401/403",""
"passed","Fri May 15 03:09:44 UTC 2026","Fri May 15 03:09:44 UTC 2026","99","chromium","security/headers/hsts.spec.ts","","","","HSTS: preload directive considered",""
"passed","Fri May 15 03:09:51 UTC 2026","Fri May 15 03:09:51 UTC 2026","283","chromium","security/input-attack/file-traversal.spec.ts","","","","File Traversal: basic directory traversal blocked",""
"skipped","Fri May 15 03:09:37 UTC 2026","Fri May 15 03:09:37 UTC 2026","18","chromium","security/crossSiteReqForgery/missing-invalid-token.spec.ts","","","","CSRF: requests without token are rejected",""
"passed","Fri May 15 03:09:52 UTC 2026","Fri May 15 03:09:52 UTC 2026","1","chromium","security/supply-chain/dependency-security.spec.ts","","","","Dependencies: package-lock.json exists for reproducible builds",""
"passed","Fri May 15 03:09:00 UTC 2026","Fri May 15 03:09:00 UTC 2026","41","chromium","security/authentication/broken-authentication.spec.ts","Broken authentication checks","","","Broken authentication: weak passwords are rejected",""
"passed","Fri May 15 03:09:40 UTC 2026","Fri May 15 03:09:40 UTC 2026","38","chromium","security/fuzzing/boundary-values.spec.ts","","","","Boundary Values: string length limits enforced",""
"skipped","Fri May 15 03:09:52 UTC 2026","Fri May 15 03:09:52 UTC 2026","1","chromium","security/supply-chain/dependency-security.spec.ts","","","","Dependencies: no known vulnerable packages (check advisories)",""
"passed","Fri May 15 03:09:37 UTC 2026","Fri May 15 03:09:37 UTC 2026","111","chromium","security/crossSiteReqForgery/missing-invalid-token.spec.ts","","","","CSRF: token not leaked in URL",""
"passed","Fri May 15 03:09:46 UTC 2026","Fri May 15 03:09:46 UTC 2026","7","chromium","security/headers/security-headers.spec.ts","","","","Security Headers (OWASP API7): comprehensive security and fingerprinting check",""
"passed","Fri May 15 03:09:00 UTC 2026","Fri May 15 03:09:00 UTC 2026","99","chromium","security/authentication/broken-authentication.spec.ts","Broken authentication checks","","","Broken authentication: no default credentials accepted",""
"passed","Fri May 15 03:09:44 UTC 2026","Fri May 15 03:09:44 UTC 2026","94","chromium","security/headers/nosniff.spec.ts","","","","Content-Type: properly set for responses",""
"skipped","Fri May 15 03:09:46 UTC 2026","Fri May 15 03:09:46 UTC 2026","14","chromium","security/input/file-upload.spec.ts","","","","File upload: uploaded files not executable",""
"passed","Fri May 15 03:09:24 UTC 2026","Fri May 15 03:09:24 UTC 2026","25","chromium","security/ci/security-regression.spec.ts","","","","Regression: authentication bypass attempts blocked",""
"skipped","Fri May 15 03:09:46 UTC 2026","Fri May 15 03:09:46 UTC 2026","14","chromium","security/input/file-upload.spec.ts","","","","File upload: path traversal protection",""
"passed","Fri May 15 03:09:18 UTC 2026","Fri May 15 03:09:21 UTC 2026","3162","chromium","security/authentication/session-timeout.spec.ts","Session Timeout Security - High Priority","","","Session timeout: UI logout should invalidate browser session token",""
"passed","Fri May 15 03:09:52 UTC 2026","Fri May 15 03:09:52 UTC 2026","2","chromium","security/supply-chain/dependency-security.spec.ts","","","","Dependencies: package.json exists and has dependencies",""
"skipped","Fri May 15 03:09:00 UTC 2026","Fri May 15 03:09:00 UTC 2026","26","chromium","security/authentication/auth.cookies.spec.ts","","","","Auth cookie flags from login response (Secure, HttpOnly, SameSite)",""
"passed","Fri May 15 03:09:46 UTC 2026","Fri May 15 03:09:46 UTC 2026","105","chromium","security/headers/security-headers.spec.ts","","","","Security headers: X-XSS-Protection removed or set to 0",""
"passed","Fri May 15 03:09:24 UTC 2026","Fri May 15 03:09:24 UTC 2026","13","chromium","security/cors/cors.spec.ts","","","","CORS: no origin reflection vulnerability",""
"skipped","Fri May 15 03:09:22 UTC 2026","Fri May 15 03:09:24 UTC 2026","1802","chromium","security/authorization/virtual-card-create-mass-assignment.spec.ts","","","","Mass assignment: creating virtual card should not allow sensitive fields",""
"passed","Fri May 15 03:08:57 UTC 2026","Fri May 15 03:08:58 UTC 2026","641","chromium","security/abuse/rate-limit.spec.ts","","","","Rate limiting: excessive requests are throttled",""
"passed","Fri May 15 03:09:45 UTC 2026","Fri May 15 03:09:45 UTC 2026","101","chromium","security/headers/permissions-policy.spec.ts","","","","Permissions-Policy: geolocation restricted",""
"skipped","Fri May 15 03:09:36 UTC 2026","Fri May 15 03:09:37 UTC 2026","156","chromium","security/crossSiteReqForgery/csrf-rotation.spec.ts","","","","CSRF: browser token rotates after a sensitive action",""
"passed","Fri May 15 03:09:51 UTC 2026","Fri May 15 03:09:51 UTC 2026","33","chromium","security/input-attack/escape-chars.spec.ts","","","","Escape Chars: SQL injection characters properly escaped",""
"passed","Fri May 15 03:09:45 UTC 2026","Fri May 15 03:09:45 UTC 2026","101","chromium","security/headers/permissions-policy.spec.ts","","","","Permissions-Policy: camera and microphone restricted",""
"passed","Fri May 15 03:09:24 UTC 2026","Fri May 15 03:09:24 UTC 2026","7","chromium","security/cors/cors.spec.ts","","","","CORS: Vary header includes Origin",""
"skipped","Fri May 15 03:09:46 UTC 2026","Fri May 15 03:09:46 UTC 2026","16","chromium","security/input/file-upload.spec.ts","","","","File upload: file size limits enforced",""
"passed","Fri May 15 03:09:02 UTC 2026","Fri May 15 03:09:06 UTC 2026","3188","chromium","security/authentication/broken-authentication.spec.ts","Broken authentication checks","","","XSS prevention: user data sanitization in dashboard",""
"passed","Fri May 15 03:09:45 UTC 2026","Fri May 15 03:09:45 UTC 2026","94","chromium","security/headers/referrer-policy.spec.ts","","","","Referrer-Policy: uses secure value",""
"passed","Fri May 15 03:09:46 UTC 2026","Fri May 15 03:09:46 UTC 2026","113","chromium","security/headers/security-headers.spec.ts","","","","Security headers: Cache-Control for sensitive pages",""
"passed","Fri May 15 03:09:22 UTC 2026","Fri May 15 03:09:22 UTC 2026","13","chromium","security/authorization/data-exposure.spec.ts","Excessive Data Exposure Tests","","","Excessive Data Exposure: API should not expose tokens or secrets",""
"passed","Fri May 15 03:09:52 UTC 2026","Fri May 15 03:09:52 UTC 2026","136","chromium","security/supply-chain/csp-sri.spec.ts","","","","SRI: integrity hashes use strong algorithms",""
"passed","Fri May 15 03:09:24 UTC 2026","Fri May 15 03:09:24 UTC 2026","7","chromium","security/cors/cors.spec.ts","","","","CORS: Access-Control-Allow-Origin is restrictive",""
"passed","Fri May 15 03:09:45 UTC 2026","Fri May 15 03:09:45 UTC 2026","104","chromium","security/headers/permissions-policy.spec.ts","","","","Permissions-Policy: payment features restricted",""
"passed","Fri May 15 03:09:40 UTC 2026","Fri May 15 03:09:40 UTC 2026","102","chromium","security/headers/clickjacking.spec.ts","","","","Clickjacking: X-Frame-Options header present",""
"passed","Fri May 15 03:09:52 UTC 2026","Fri May 15 03:09:52 UTC 2026","144","chromium","security/supply-chain/third-party-scripts.spec.ts","","","","Third-party scripts: CSP allows only trusted domains",""
"passed","Fri May 15 03:09:43 UTC 2026","Fri May 15 03:09:43 UTC 2026","141","chromium","security/headers/csp.spec.ts","","","","CSP: default-src is restrictive",""
"passed","Fri May 15 03:09:51 UTC 2026","Fri May 15 03:09:52 UTC 2026","129","chromium","security/supply-chain/csp-sri.spec.ts","","","","SRI: external scripts have integrity attributes",""
"skipped","Fri May 15 03:09:37 UTC 2026","Fri May 15 03:09:37 UTC 2026","17","chromium","security/crossSiteReqForgery/missing-invalid-token.spec.ts","","","","CSRF: invalid token is rejected",""
"skipped","Fri May 15 03:09:51 UTC 2026","Fri May 15 03:09:51 UTC 2026","114","chromium","security/oauth/token-expiration.spec.ts","OAuth token lifecycle checks","","","OAuth: refresh tokens work correctly",""
"passed","Fri May 15 03:09:46 UTC 2026","Fri May 15 03:09:46 UTC 2026","61","chromium","security/input/sqli-nosqli.spec.ts","","","","SQLi: SQL injection in login form",""
"passed","Fri May 15 03:09:40 UTC 2026","Fri May 15 03:09:40 UTC 2026","14","chromium","security/fuzzing/malformed-json.spec.ts","","","","Malformed JSON: large payload limits enforced",""
"passed","Fri May 15 03:09:43 UTC 2026","Fri May 15 03:09:43 UTC 2026","98","chromium","security/headers/csp.spec.ts","","","","CSP: base-uri is restricted",""
"passed","Fri May 15 03:09:51 UTC 2026","Fri May 15 03:09:51 UTC 2026","24","chromium","security/input-attack/escape-chars.spec.ts","","","","Escape Chars: command injection metacharacters filtered",""
"passed","Fri May 15 03:09:45 UTC 2026","Fri May 15 03:09:45 UTC 2026","94","chromium","security/headers/referrer-policy.spec.ts","","","","Referrer-Policy: header present",""
"passed","Fri May 15 03:09:43 UTC 2026","Fri May 15 03:09:43 UTC 2026","94","chromium","security/headers/hsts.spec.ts","","","","HSTS: Strict-Transport-Security header present on HTTPS",""
"passed","Fri May 15 03:09:52 UTC 2026","Fri May 15 03:09:52 UTC 2026","1","chromium","security/supply-chain/dependency-security.spec.ts","","","","Supply chain: no credentials in package files",""
"passed","Fri May 15 03:09:44 UTC 2026","Fri May 15 03:09:44 UTC 2026","95","chromium","security/headers/nosniff.spec.ts","","","","X-Content-Type-Options: nosniff header present",""
"passed","Fri May 15 03:09:45 UTC 2026","Fri May 15 03:09:46 UTC 2026","104","chromium","security/headers/security-headers.spec.ts","","","","Security headers: no information disclosure",""
"passed","Fri May 15 03:09:52 UTC 2026","Fri May 15 03:09:52 UTC 2026","132","chromium","security/supply-chain/third-party-scripts.spec.ts","","","","Third-party scripts: analytics scripts use async/defer",""
"passed","Fri May 15 03:09:40 UTC 2026","Fri May 15 03:09:40 UTC 2026","66","chromium","security/fuzzing/malformed-json.spec.ts","","","","Malformed JSON: user creation endpoint handles invalid JSON",""
"passed","Fri May 15 03:09:46 UTC 2026","Fri May 15 03:09:46 UTC 2026","15","chromium","security/input/sqli-nosqli.spec.ts","","","","NoSQLi: MongoDB injection in queries",""
"passed","Fri May 15 03:09:22 UTC 2026","Fri May 15 03:09:22 UTC 2026","19","chromium","security/authorization/mass-assignment.spec.ts","Mass Assignment Vulnerability Tests","","","Mass assignment: creating user should not allow role assignment",""
"skipped","Fri May 15 03:09:03 UTC 2026","Fri May 15 03:09:03 UTC 2026","19","chromium","security/authentication/jwt.spec.ts","JWT integrity & expiry checks","","","JWT tokens properly validated against tampering and algorithm confusion",""
"passed","Fri May 15 03:09:21 UTC 2026","Fri May 15 03:09:21 UTC 2026","33","chromium","security/authorization/api-error-handling.spec.ts","","","","API should return 4xx for invalid fields, not 500 with stack traces",""
"skipped","Fri May 15 03:09:37 UTC 2026","Fri May 15 03:09:37 UTC 2026","17","chromium","security/crossSiteReqForgery/missing-invalid-token.spec.ts","","","","CSRF: SameSite cookie attribute set",""
"passed","Fri May 15 03:09:51 UTC 2026","Fri May 15 03:09:51 UTC 2026","74","chromium","security/input-attack/file-traversal.spec.ts","","","","File Traversal: encoded traversal attempts blocked",""
"passed","Fri May 15 03:09:52 UTC 2026","Fri May 15 03:09:52 UTC 2026","135","chromium","security/supply-chain/csp-sri.spec.ts","","","","Supply chain: CDN resources use HTTPS",""
"passed","Fri May 15 03:09:44 UTC 2026","Fri May 15 03:09:44 UTC 2026","617","chromium","security/headers/nosniff.spec.ts","","","","X-Content-Type-Options: present on all resources",""
"passed","Fri May 15 03:09:46 UTC 2026","Fri May 15 03:09:50 UTC 2026","4178","chromium","security/input/xss.spec.ts","","","","XSS: reflected XSS via URL parameters",""
"passed","Fri May 15 03:09:45 UTC 2026","Fri May 15 03:09:45 UTC 2026","95","chromium","security/headers/security-headers.spec.ts","","","","Security headers: comprehensive check",""
"passed","Fri May 15 03:09:21 UTC 2026","Fri May 15 03:09:26 UTC 2026","5626","chromium","security/authentication/ui-login-generic-errors.spec.ts","","","","UI login displays rate limiting feedback to users",""
"passed","Fri May 15 03:09:40 UTC 2026","Fri May 15 03:09:42 UTC 2026","2132","chromium","security/headers/clickjacking.spec.ts","","","","Clickjacking: page cannot be embedded in iframe from different origin",""
"passed","Fri May 15 03:09:21 UTC 2026","Fri May 15 03:09:21 UTC 2026","119","chromium","security/authentication/xss-csp-storage.spec.ts","","","","XSS: sessionStorage does not contain sensitive data",""
"passed","Fri May 15 03:09:24 UTC 2026","Fri May 15 03:09:36 UTC 2026","12159","chromium","security/crossSiteReqForgery/csrf-rotation.spec.ts","","","","CSRF: browser token rotates after login",""
"skipped","Fri May 15 03:09:03 UTC 2026","Fri May 15 03:09:03 UTC 2026","692","chromium","security/authentication/inspect-cookies.spec.ts","","","","Browser auth cookie + storage inspection",""
"passed","Fri May 15 03:09:52 UTC 2026","Fri May 15 03:09:52 UTC 2026","1","chromium","security/supply-chain/dependency-security.spec.ts","","","","Dependencies: version pinning or ranges are safe",""
"passed","Fri May 15 03:09:52 UTC 2026","Fri May 15 03:09:52 UTC 2026","141","chromium","security/supply-chain/third-party-scripts.spec.ts","","","","Third-party scripts: limited to necessary domains",""
"passed","Fri May 15 03:09:43 UTC 2026","Fri May 15 03:09:43 UTC 2026","101","chromium","security/headers/csp.spec.ts","","","","CSP: upgrade-insecure-requests directive present (if HTTPS)",""
"passed","Fri May 15 03:09:03 UTC 2026","Fri May 15 03:09:04 UTC 2026","677","chromium","security/authentication/logout-clears-session.spec.ts","","","","UI logout clears browser session state",""
"skipped","Fri May 15 03:09:51 UTC 2026","Fri May 15 03:09:51 UTC 2026","16","chromium","security/rbac/roleScoping.spec.ts","","","","Role scoping: JWT does not expose sensitive role claims",""
"passed","Fri May 15 03:09:52 UTC 2026","Fri May 15 03:09:52 UTC 2026","159","chromium","security/supply-chain/third-party-scripts.spec.ts","","","","Third-party scripts: tracking scripts respect privacy",""
"passed","Fri May 15 03:09:03 UTC 2026","Fri May 15 03:09:03 UTC 2026","89","chromium","security/authentication/bruteforce-lockout.spec.ts","","","","Brute-force: repeated bad logins are throttled/locked",""
"passed","Fri May 15 03:09:51 UTC 2026","Fri May 15 03:09:51 UTC 2026","33","chromium","security/input-attack/file-traversal.spec.ts","","","","File Traversal: sensitive files protected",""
"passed","Fri May 15 03:09:51 UTC 2026","Fri May 15 03:09:51 UTC 2026","34","chromium","security/input-attack/file-traversal.spec.ts","","","","File Traversal: null byte injection prevented",""
"passed","Fri May 15 03:09:06 UTC 2026","Fri May 15 03:09:18 UTC 2026","12144","chromium","security/authentication/session-timeout.spec.ts","Session Timeout Security - High Priority","","","Expired sessions return 401 from API endpoints",""
"passed","Fri May 15 03:09:40 UTC 2026","Fri May 15 03:09:40 UTC 2026","18","chromium","security/fuzzing/malformed-json.spec.ts","","","","Malformed JSON: deeply nested structures handled safely",""
"skipped","Fri May 15 03:09:24 UTC 2026","Fri May 15 03:09:24 UTC 2026","9","chromium","security/ci/security-regression.spec.ts","","","","Regression: critical security headers present",""
"passed","Fri May 15 03:09:37 UTC 2026","Fri May 15 03:09:48 UTC 2026","11304","chromium","security/fuzzing/boundary-values.spec.ts","","","","Boundary Values: numeric edge cases handled correctly",""
"skipped","Fri May 15 03:09:22 UTC 2026","Fri May 15 03:09:22 UTC 2026","13","chromium","security/authorization/idor.spec.ts","","","","IDOR: parameter manipulation blocked",""
"passed","Fri May 15 03:09:01 UTC 2026","Fri May 15 03:09:01 UTC 2026","225","chromium","security/authentication/broken-authentication.spec.ts","Broken authentication checks","","","Authentication bypass: JWT token manipulation",""
"passed","Fri May 15 03:09:21 UTC 2026","Fri May 15 03:09:21 UTC 2026","42","chromium","security/authorization/card-limit-mass-assignment.spec.ts","","","","Mass assignment: updating card limits should not permit unauthorized fields",""
"skipped","Fri May 15 03:09:46 UTC 2026","Fri May 15 03:09:46 UTC 2026","15","chromium","security/input/file-upload.spec.ts","","","","File upload: malicious file extensions blocked",""
"skipped","Fri May 15 03:09:51 UTC 2026","Fri May 15 03:09:51 UTC 2026","15","chromium","security/rbac/roleScoping.spec.ts","","","","Role scoping: role elevation attempts blocked",""
"skipped","Fri May 15 03:09:51 UTC 2026","Fri May 15 03:09:51 UTC 2026","15","chromium","security/rbac/roleScoping.spec.ts","","","","Role scoping: regular user cannot access admin endpoints",""
"passed","Fri May 15 03:09:46 UTC 2026","Fri May 15 03:09:46 UTC 2026","7","chromium","security/input/sqli-nosqli.spec.ts","","","","Injection (OWASP API8): SQL/command injection probe should not return server error",""
"passed","Fri May 15 03:09:22 UTC 2026","Fri May 15 03:09:22 UTC 2026","18","chromium","security/authorization/data-exposure.spec.ts","Excessive Data Exposure Tests","","","Excessive Data Exposure: GET user should not return sensitive fields (password)",""
"passed","Fri May 15 03:09:00 UTC 2026","Fri May 15 03:09:00 UTC 2026","17","chromium","security/authentication/broken-authentication.spec.ts","Broken authentication checks","","","Broken authentication: password reset requires verification",""
"passed","Fri May 15 03:09:51 UTC 2026","Fri May 15 03:09:51 UTC 2026","130","chromium","security/oauth/token-expiration.spec.ts","OAuth token lifecycle checks","","","OAuth: expired tokens rejected",""
"skipped","Fri May 15 03:09:04 UTC 2026","Fri May 15 03:09:04 UTC 2026","19","chromium","security/authentication/session-fixation.spec.ts","","","","Session ID rotates on login to prevent fixation attacks",""
"passed","Fri May 15 03:09:40 UTC 2026","Fri May 15 03:09:40 UTC 2026","40","chromium","security/fuzzing/random-inputs.spec.ts","","","","Fuzzing: authentication endpoint handles random inputs",""
"skipped","Fri May 15 03:09:46 UTC 2026","Fri May 15 03:09:46 UTC 2026","19","chromium","security/input/file-upload.spec.ts","","","","File upload: MIME type validation",""
"passed","Fri May 15 03:09:52 UTC 2026","Fri May 15 03:09:53 UTC 2026","167","chromium","security/supply-chain/third-party-scripts.spec.ts","","","","Third-party scripts: no deprecated or unmaintained libraries",""
